X,Y,OBJECTID,REC_SITE_CN,REC_SITE_ID,REV_DATE,DATA_SOURCE,ACCURACY,TYPE,NAME,DATA_SOURCE_MEMO,METHOD,CFF,FOREST,PUB_DATE,CRC,GlobalID
-109.187988750208,34.0493107475903,289,5512.001931,46945,2002/06/15 00:00:00+00,20,,BOATING SITE,Nelson Reservoir South,,08,,APS,2019/07/31 11:37:09+00,4B9D5F020835B236,fddab132-1528-4ffd-b3d4-da6ed3405ef9
-109.568229157158,34.0547408913022,290,5497.001931,46930,2002/06/15 00:00:00+00,03,,Trailhead,Railroad Grade Trailhead,,02,,APS,2019/07/31 11:37:09+00,F9F5EF64EE3DE334,c200a83c-8cab-46a9-bd86-961bd349870c
-109.503106052945,34.0547786473238,291,5503.001931,46936,2002/06/15 00:00:00+00,01,,Trailhead,Pole Knoll Parking Trailhead,,01,,APS,2019/07/31 11:37:09+00,E80A8812777CE911,d862bae5-fe25-4119-8f2e-c10d2d5468a0
-109.294544352548,34.0583243956216,292,17695010437,46956,2002/06/15 00:00:00+00,20,,Trailhead,Water Canyon Trailhead,,08,,APS,2019/07/31 11:37:09+00,9F9419D01E2E405F,b151e51c-99c9-421d-a35e-b840665641a5
-109.194354028566,34.0601236539865,293,5235.001931,46909,2002/06/15 00:00:00+00,20,,BOATING SITE,Nelson Reservoir North,,08,,APS,2019/07/31 11:37:09+00,DCC649CA9535C746,fbf093f5-2746-4cf6-9b16-b45e138dd1a4
-109.275246687734,34.0633911227186,294,17675010437,46953,2002/06/15 00:00:00+00,20,,Trailhead,Saffel Canyon OHV Trailhead,,08,,APS,2019/07/31 11:37:09+00,2320BAE666FC3BCD,ba0e72bc-6987-4efe-94c4-29c7373a6762
-109.273313977405,34.0652283218501,295,17676010437,46954,2002/06/15 00:00:00+00,20,,Trailhead,Homestead Trailhead,,08,,APS,2019/07/31 11:37:09+00,80373BADF4D361EA,c71e0461-4f9b-4bdf-a15e-63eefa5dbc0c
-109.412168765567,34.0789049044286,296,5242.001931,46916,2002/06/15 00:00:00+00,01,,DAY USE AREA,South Fork Day Use Area,,01,,APS,2019/07/31 11:37:09+00,B7C1C106B6231939,94107dd3-2319-40c6-a8ec-bb1d8582a8d8
-109.413835692059,34.0795937422137,297,17678010437,46915,2002/06/15 00:00:00+00,01,,Trailhead,South Fork Trailhead,,01,,APS,2019/07/31 11:37:09+00,4306E05ACB30A0B6,ecc67461-35d8-4722-85fc-c4d4848a25e5
-110.074050662904,34.2677557728293,298,5491.001931,47209,2014/06/16 00:00:00+00,30,,GROUP PICNIC SITE,Fool Hollow Day Use Area,AZ 2013 NAIP,08,,APS,2019/07/31 11:37:09+00,41E2B6EE7F43D562,bd0a1c04-22f3-4439-b4f4-a1bb722682f2
-110.85511970282,34.2718921981667,299,25709010437,45377,2018/10/19 00:00:00+00,20,,CAMPING AREA,FR 9512J,,08,,APS,2019/07/31 11:37:09+00,F78423642CF33599,7777e817-e894-423b-b6c8-cf212c8407cb
-110.074225280729,34.2711953388653,300,5525.001931,47211,2014/06/16 00:00:00+00,30,,BOATING SITE,Fool Hollow West Boat Launch,AZ 2013 NAIP,08,,APS,2019/07/31 11:37:09+00,11D9A76186325421,2b4e407c-2bd1-4882-a746-3fb87d50049f
-110.068372700278,34.2743314476521,301,5245.001931,47187,2014/01/02 00:00:00+00,30,,CAMPGROUND,Fool Hollow Lake Rec Area,2008 AS aerial photo,08,,APS,2019/07/31 11:37:09+00,F35E205C88C85D85,e207efda-ff4e-4906-a64f-6f007645f1fa
-109.416385526692,33.9017988919726,302,5505.001931,46937,2002/06/15 00:00:00+00,03,,BOATING SITE,South Crescent Lake Boat Site,,02,,APS,2019/07/31 11:37:09+00,3089269766B69B6D,f89d4536-dad7-4e7f-b784-95563bc79cce
-109.44861794875,33.9203778166463,303,5496.001931,46929,2002/06/15 00:00:00+00,01,,Trailhead,Lightning Ridge Trailhead,,01,,APS,2019/07/31 11:37:09+00,907A09C62D423D7C,a62eb822-8360-49f8-9882-573c628e92b2
-109.492003296454,33.9308275776859,304,11289010437,46946,2002/06/15 00:00:00+00,01,,Trailhead,East Baldy Trailhead,,01,,APS,2019/07/31 11:37:09+00,EC6F4C9B8D52A8A2,bb97dde0-b9dd-4108-b632-e174f99032e7
-109.486136774507,33.9639619038157,305,5244.001931,46918,2002/06/15 00:00:00+00,20,,GROUP CAMPGROUND,Winn Group Campground,,08,,APS,2019/07/31 11:37:09+00,6F5296B629E13CEC,12c09ca2-2ec5-4a17-9f16-b7d699bf16f9
-109.499988064326,33.9665008119727,306,5493.001931,46926,2002/06/15 00:00:00+00,20,,Trailhead,West Baldy Trailhead,,08,,APS,2019/07/31 11:37:09+00,FEA34DBDA6838C3C,c4541e0f-248c-4724-a2fc-c168acbb0dd5
-109.505864027711,34.00533819716,307,5502.001931,46935,2003/10/02 00:00:00+00,03,,INFO SITE/FEE STATION,White Mtn Res East Parking,,02,,APS,2019/07/31 11:37:09+00,5835F0A70C8D0993,c7d2f14c-d274-4220-a6e9-b79d3cd79943
-105.59946788596,36.1641430017895,308,4744055010602,50121,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,Osha Canyon Trailhead,,,921,CAR,2019/07/31 11:37:15+00,5E23B11A1BAE8B9B,59b23daa-a1be-4f23-b4d9-1ab85997efa2
-105.409851821303,36.7096515790196,309,4745871010602,50134,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,Red River Nature Trailhead,,,921,CAR,2019/07/31 11:37:15+00,0E89BF6C3190BA62,69125e78-5e47-4e6f-ae80-d58c89118bf2
-105.610764278564,36.0893515868789,310,5027.002001,50047,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,Santa Barbara Trailhead,,,921,CAR,2019/07/31 11:37:15+00,1481D60EAD09F946,a35642a2-77d1-425f-9b3b-85b7a39131f5
-105.318295418998,36.3061085112696,311,4745834010602,50131,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,South Boundary Trailhead,,,921,CAR,2019/07/31 11:37:15+00,E1FB0D31EA011B6A,51d965aa-73a2-4828-8c59-584bc31a79bb
-105.672371527098,36.0444248879346,312,5026.002001,50000,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,Trampas Trailhead,,,921,CAR,2019/07/31 11:37:15+00,838B7A3E197A8100,e44d4bec-b8ef-4cb3-9760-1801e8e6f804
-105.440549002015,36.5793348591896,313,5734.002001,50081,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,Williams Lake Trailhead,,,921,CAR,2019/07/31 11:37:15+00,B4DA71B5E83BD0A9,c9629696-1a14-4d1a-80fd-01e0ee7067a2
-105.518539043175,36.5696575278826,314,5733.002001,50080,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,Yerba Trailhead,,,921,CAR,2019/07/31 11:37:15+00,0CD15F0CF756C2D2,d2a56384-ddab-49b6-b912-7f1109defd31
-105.546919783073,36.3760868225607,315,5628.002001,50053,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,Devisadero Trailhead,,,921,CAR,2019/07/31 11:37:15+00,68EA15FAC2C5930F,35343fe1-719a-4921-9eef-d3ce9c842483
-105.454682569404,36.1694717184291,316,4745753010602,50124,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,Sardinas Trailhead,,,921,CAR,2019/07/31 11:37:15+00,E9DE9CB33B4770BB,c53c6a2a-e8c0-4305-9b82-8052b202c41d
-105.355841309056,36.3542366379974,317,4745852010602,50133,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,70 Trailhead,,,921,CAR,2019/07/31 11:37:15+00,54534C5587C14F0D,7dfd4a83-4795-453d-afb6-aa6218f02b08
-105.501710654569,36.0579025540242,318,4742654010602,50107,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,Serpent Lake Trailhead,,,921,CAR,2019/07/31 11:37:15+00,EE27D67A7857F35F,848df8ce-47ea-4662-9ea6-33e7b5e18f90
-105.512557218199,36.733766108324,319,4745847010602,50132,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,195 Trailhead,,,921,CAR,2019/07/31 11:37:15+00,9BC3609473CA95E1,05c440a7-5905-4b96-8f2e-ad5383226f4b
-105.585874036164,36.3255676025037,320,4745826010602,50130,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,Rio Grande del Rancho Trailhead,,,921,CAR,2019/07/31 11:37:15+00,B0F3400B7164A4D5,c20f1ab0-b433-49d4-a8ad-82ef4fb5e0a6
-105.37670945195,36.7763139316498,321,4744037010602,50120,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,Midnight Trailhead,,,921,CAR,2019/07/31 11:37:15+00,69517DA29342FE66,13a38ce9-b8a0-4a73-840b-48106bf6f31d
-105.577531554389,36.1629201642761,322,4743492010602,50112,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,Cañon Tio Maes Trailhead,,,921,CAR,2019/07/31 11:37:15+00,C3A5DAD2FA9E4D0E,90ab8e45-0641-462a-a117-33ae5a144043
-105.546080918126,36.3756875010625,323,5034.002001,4881,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,El Nogal Trailhead,,,921,CAR,2019/07/31 11:37:15+00,315D2B130FE7D72E,7261b0fd-0bf2-4cae-b8b5-7af8d067711b
-105.585974781441,36.1612825969817,324,4744103010602,50122,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,Comales Canyon Trailhead,,,921,CAR,2019/07/31 11:37:15+00,563EF9C0DAAC16E6,0e82c85a-af62-494e-ae86-7ae03b7a7c10
-105.518010443043,36.1328187914595,325,4743474010602,50110,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,La Cueva Canyon Trailhead,,,921,CAR,2019/07/31 11:37:15+00,D2DAAC6A549A9D8D,a0f578d2-9120-41bf-8488-51286487c928
-105.542859610258,36.1494349375464,326,4748824010602,500103,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,Flechado Trailhead,,,921,CAR,2019/07/31 11:37:15+00,F21A1ABCEEBF94E1,5719ec39-2a9b-4944-b054-f1ae7632beb6
-105.515785267891,36.6774343616582,327,104402010602,123444,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,Columbine Trailhead,,,921,CAR,2019/07/31 11:37:15+00,900657D9922EB4B3,684a4025-8572-4645-ad63-cb7ea25a1634
-105.689208641334,36.6402517356624,328,4745772010602,50126,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,Cebolla Mesa Trailhead,,,921,CAR,2019/07/31 11:37:15+00,661C9BCE8BBA7B5A,9c77b2ed-9817-45c6-b09c-795342f98e8f
-105.49892164422,36.7470705263046,329,4743765010602,50119,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,Lake Fork Trailhead,,,921,CAR,2019/07/31 11:37:15+00,B7D2060D20208852,916f05d7-5ce4-4565-b143-8260892ab793
-106.327971487709,36.563959540031,330,4743643010602,50117,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,Canjillon Lakes Trailhead,,,921,CAR,2019/07/31 11:37:15+00,D0161CA9C69B16D5,c5469939-7747-44a7-80ab-d8dd1ef475bc
-106.52512877956,36.3592210990158,331,5001.002001,4827,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,Echo Amphitheater Trailhead,,,921,CAR,2019/07/31 11:37:15+00,BC01976EC1D6C859,46b83ad9-0ecc-48fc-8d55-be9c5e495ac7
-106.576835868316,36.3350724802895,332,4742592010602,50105,2011/12/01 00:00:00+00,20,-99,TRAILHEAD,West Rim Vista,,,921,CAR,2019/07/31 11:37:15+00,C6C16E098F6FC6C8,eea897c9-a0eb-4fcf-9f61-e828915bfbcd
-105.674081952415,36.0327805542401,333,,50001,2018/02/07 00:00:00+00,44,,TRAILHEAD,San Leonardo Lakes Trailhead,,,921,CAR,2019/07/31 11:37:15+00,738B3F1BC4524C43,c1d0eb3d-a6cd-43af-a7de-fa39994564b5
-105.542125678574,36.1480666870976,334,5030.002001,50002,2011/12/01 00:00:00+00,20,-99,Day Use Area,Flechado Picnic Site,,,256,CAR,2019/07/31 11:37:15+00,F7B1FA11595D6DB6,458d1be2-f36e-497c-887e-4442ba86ebae
-105.538686790482,36.3786104206541,335,5035.002001,4882,2011/12/01 00:00:00+00,20,-99,DAY USE AREA,La Vinateria PS - Disposed,,,256,CAR,2019/07/31 11:37:15+00,BF0F0976A183EC1C,5fda3904-c276-4972-a41b-8bdb6d7d93d2
-105.527193262012,36.1351055726239,336,5031.002001,50003,2011/12/01 00:00:00+00,20,-99,Day Use Area,Agua Piedra Picnic Site,,,256,CAR,2019/07/31 11:37:15+00,BA8E9953AEDA5507,bec8fa98-8e64-4647-9430-e3a93c481b95
-105.605626705739,36.1906221423101,337,4745734010602,50123,2011/12/01 00:00:00+00,20,-99,Day Use Area,Amole Picnic Site,,,256,CAR,2019/07/31 11:37:15+00,4FB0EC8509A31E8C,c901ff74-84c6-45b5-bb9f-41374e87543b
-106.328087413448,36.5639353219754,338,5020.002001,4821,2011/12/01 00:00:00+00,20,-99,DAY USE AREA,Upper Canjilon Lakes Picnic Site,,,256,CAR,2019/07/31 11:37:15+00,C36DF67D2E8B5B8F,ede419ae-2143-46f4-8e35-6297f2b167ca
-105.57900988846,36.2924058865063,339,5039.002001,50004,2015/06/29 00:00:00+00,07,,DAY USE AREA,Tierra Azul,,,256,CAR,2019/07/31 11:37:15+00,0E9542BE4E8388D2,a1d3e225-21ed-4c1d-bd0b-a583799ea2c0
-105.982017712701,36.6586375181454,340,4742230010602,50101,2011/12/01 00:00:00+00,20,-99,CLIMBING AREA,Tres Piedras Rocks,,,65,CAR,2019/07/31 11:37:15+00,4D842BF34D2AE7ED,339ad02c-9e7c-4672-b1b8-df2a9195143d
-105.477433900456,36.1347414109419,341,5032.002001,4856,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Duran Campground,,,63,CAR,2019/07/31 11:37:15+00,A29DF6B6120A4B69,3a057ab2-9272-4f0b-a950-e86ce8fbc0d1
-107.217217343399,36.88119171918,342,5024.002001,4839,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Buzzard Park Campground,,,63,CAR,2019/07/31 11:37:15+00,46BF164A1A01F8D8,91257d3b-55fc-45dd-add1-97ef446d014c
-107.260142230006,36.6719247311194,343,5023.002001,4840,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Cedar Springs Campground,,,63,CAR,2019/07/31 11:37:15+00,20FA0ACFB579D82B,4b456f0d-4387-478a-a8b7-1d0a69786ac9
-105.499011020026,36.7470797033861,344,5050.002001,4914,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Cabresto Lake Campground,,,63,CAR,2019/07/31 11:37:15+00,62C4EF8CBEEA8B92,8ad5c5fb-31ae-4b00-9f35-3fc57ff49aff
-106.332324144681,36.555350486279,345,5000.002001,4825,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Middle Canjilon Lakes Campground,,,63,CAR,2019/07/31 11:37:15+00,79C51F732189D144,c7201d75-6b48-4203-b767-641325868487
-106.25339750687,36.400987337594,346,5022.002001,4834,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,El Rito Campground,,,63,CAR,2019/07/31 11:37:15+00,8EAF4DCB36C741A1,46d6eaca-be04-4805-a37f-e24350640e89
-105.58378163041,36.1628920196813,347,5029.002001,4862,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Comales Campground,,,63,CAR,2019/07/31 11:37:15+00,09786E7475B6D062,aac48595-81f0-4f0a-bda3-369b31d9ca0f
-105.528043465058,36.1329518413652,348,5617.002001,50042,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Agua Piedra Group Area,,,63,CAR,2019/07/31 11:37:15+00,236C4220DBD685B3,6791234d-ea7e-4dce-b6fe-299eb0ddb6c1
-105.481171131343,36.3699418746039,349,5037.002001,4884,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Capulin Campground,,,63,CAR,2019/07/31 11:37:15+00,45C5C6396812EC53,61c4d29f-3789-4a6e-bc48-fc805f9504e0
-105.688659051584,36.6407895862217,350,5056.002001,50010,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Cebolla Mesa Campground,,,63,CAR,2019/07/31 11:37:15+00,E16D655C21E502B3,e7e9a166-ae97-40d1-9e07-eb1a37c12c9c
-105.205675931407,36.7705623423951,351,5048.002001,50008,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Cimarron Campground,,,63,CAR,2019/07/31 11:37:15+00,9CF6788A5114E3F7,b3d3543e-817a-4e28-a9e6-78ad950727ff
-105.515252483372,36.6801541113565,352,5044.002001,4921,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Columbine Campground,,,63,CAR,2019/07/31 11:37:15+00,067D00941056247A,c153584d-6fed-4af0-890b-445ef782b5f8
-105.532910364018,36.5606220661594,353,5053.002001,4907,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Cuchillo Del Medio Campground,,,63,CAR,2019/07/31 11:37:15+00,2AC7DBF435288C43,04a44f20-ead5-4104-993f-8b8fd76aa672
-106.523590001297,36.3590895386321,354,104393010602,123111,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Echo Amphitheater Campground,,,63,CAR,2019/07/31 11:37:15+00,30375E8B90B04232,2f14bf41-6ad2-422b-b5e5-0fe691a6f3ed
-105.978409012016,36.656005217875,355,5150.002001,50032,2015/07/14 00:00:00+00,07,,PICNIC SITE,Tres Piedras Picnic Site - Disposed,,,256,CAR,2019/07/31 11:37:15+00,470B94119884A287,a9c1f2dc-f222-4a68-a5d6-029dc78d3b81
-105.455703292628,36.7060982556558,356,5045.002001,4915,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Elephant Rock Campground,,,63,CAR,2019/07/31 11:37:15+00,B32A309B33AED53B,44b651a8-183c-437e-ada4-cb1cae9160bd
-105.538711997503,36.6861958479419,357,5051.002001,4919,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Goat Hill Campground,,,63,CAR,2019/07/31 11:37:15+00,87CD5A17A73E9D7E,c0fad7d4-7fac-4022-b880-26404cd3f07d
-105.43587340445,36.7085245013616,358,5046.002001,4917,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Junebug Campground,,,63,CAR,2019/07/31 11:37:15+00,BD9DF5B8B165ECFB,9c4ea281-ffa4-407f-bb5a-884d4dc5b581
-105.47980477244,36.7000363484744,359,5575.002001,50034,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,La Bobita Campground,,,63,CAR,2019/07/31 11:37:15+00,3928623EFD4040E9,42b191d7-49ed-4170-9ce5-293803d90faf
-105.491119515721,36.1296100911825,360,13969010424,4859,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,La Junta Canyon Campground,,,63,CAR,2019/07/31 11:37:15+00,93AF89F834EEA056,25311f3b-2446-483f-93fa-7f50f71d4511
-105.472143045498,36.3685262801742,361,5036.002001,4885,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,La Sombra Campground,,,63,CAR,2019/07/31 11:37:15+00,B7E7BF9C5293B41B,26d239ec-d27d-4d67-999c-eaeba0ec7ded
-106.101229187123,36.8895437556997,362,5149.002001,50031,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Laguna Larga Campground,,,63,CAR,2019/07/31 11:37:15+00,8B002577B5C05507,fdb0c27a-d27b-4b12-8aa3-82e2774b9257
-106.321641474727,36.8846353409052,363,5043.002001,5007,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Lagunitas Campground,,,63,CAR,2019/07/31 11:37:15+00,DE1CFFDBC477E40F,06408953-c3de-4305-8b7b-de53ecdf4356
-105.521845455805,36.3820139269533,364,5038.002001,4883,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Las Petacas Campground,,,63,CAR,2019/07/31 11:37:15+00,23F4A16F5D215ED6,58c3fdbb-919f-4eac-ab70-150091883c56
-106.177830056593,36.9557065751026,365,5042.002001,50006,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Rio De Los Pinos Campground,,,63,CAR,2019/07/31 11:37:15+00,9DF9BFB22715B71D,23122bdc-e629-4410-a062-74c782423568
-105.547764998485,36.5488280990734,366,5052.002001,4906,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Lower Hondo,,,63,CAR,2019/07/31 11:37:15+00,97B2C206674C981A,14870a29-dfa8-441c-9e1e-3f5001085fa1
-105.113343599628,36.7777080004932,367,5049.002001,50009,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,McCrystal  Campground,,,63,CAR,2019/07/31 11:37:15+00,FA034510F120829E,a7912099-1fec-4895-be04-4189b2d83d92
-106.382833270187,36.6088787734714,368,5002.002001,4826,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Trout Lakes Campground,,,63,CAR,2019/07/31 11:37:15+00,1308FA5A89B8291B,ab8f4891-7dbe-4a92-8bda-6a8a751744bf
-105.447289702649,36.5949310690199,369,5055.002001,4913,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Twining Campground,,,63,CAR,2019/07/31 11:37:15+00,BE71EA30F0B81205,328ee6a8-75e9-4705-8508-548a70981b12
-105.520786365101,36.5691685830156,370,5576.002001,50035,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Upper Cuchilla,,,63,CAR,2019/07/31 11:37:15+00,6645F1ADE1E606AC,1479704d-5d1f-4edd-858c-6157f65f63ef
-105.454886443488,36.1484820745741,371,5033.002001,4858,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Upper La Junta,,,63,CAR,2019/07/31 11:37:15+00,4702C0BE97FC2C27,2a7a2c07-e77c-4541-8a3f-08a4d726c19a
-105.609453009276,36.0845866806504,372,5622.002001,4863,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Santa Barbara Campground,,,63,CAR,2019/07/31 11:37:15+00,2ADC47BE7B962B0B,4a17336c-5fe3-44dc-ac33-9965186bad95
-106.343641395448,36.5500828085846,373,4743649010602,50118,2011/12/01 00:00:00+00,20,-99,CAMPGROUND,Lower Canjilon Lakes Campground,,,63,CAR,2019/07/31 11:37:15+00,F3F2234B6A7A3FAA,1c8fc430-7081-454d-94fd-4ce043600cd3
-105.527939537291,36.1310789031505,374,5025.002001,4861,2015/06/19 00:00:00+00,08,,CAMPGROUND,Agua Piedra Campground,,07,63,CAR,2019/07/31 11:37:15+00,00AA580DA7869405,abcd7930-d66f-4b3c-92e3-f57a7bd6d1e2
-106.236810073263,36.704305908116,375,11380010424,4895,2015/06/23 00:00:00+00,07,,CAMPGROUND,Hopewell Campground,,,63,CAR,2019/07/31 11:37:15+00,6071C3382061546A,0bea1700-fc53-4176-b1ed-4ed1b867d405
-105.449009896111,36.7060059561329,376,5047.002001,4916,2015/07/10 00:00:00+00,07,,CAMPGROUND,Fawn Lakes Campground,,07,63,CAR,2019/07/31 11:37:15+00,414A8E12E92838E6,5dfa754e-ff52-43be-9bca-fe8c7309e31d
-105.709542879627,36.0678188722641,377,5688730010602,500001,2017/03/23 00:00:00+00,20,,CAMPGROUND,Trampas Diamonte Dispersed Rec,,,63,CAR,2019/07/31 11:37:15+00,D7DE5ECFFB808A4F,a90136d9-cc3c-4337-b131-5896e908db86
-105.639002036489,36.1152531485894,378,,4864,2018/02/07 00:00:00+00,44,,CAMPGROUND,Hodges Dispersed Recreation Area,,,63,CAR,2019/07/31 11:37:15+00,748E03A5BD73182B,f3a3d4b0-bec3-43b2-bd0b-eb3c9ed513d5
-105.573778380867,36.7035881224026,379,5597.002001,50041,2011/12/01 00:00:00+00,20,-99,Fishing Site,Eagle Rock Lake,,,919,CAR,2019/07/31 11:37:15+00,5ED1CA0EA48DF5AA,510232f3-0c3e-484a-a167-b5a707197b3f
-105.450086674444,36.7061086622986,380,104399010602,123333,2011/12/01 00:00:00+00,20,-99,Fishing Site,Fawn Lakes,,,919,CAR,2019/07/31 11:37:15+00,7695825A5D8E49B5,677b23e6-db6f-4968-a2d1-2486b4bc25f1
-105.448664142187,36.6363879861431,381,5751.002001,50098,2011/12/01 00:00:00+00,20,-99,Fishing Site,Goose Lake,,,919,CAR,2019/07/31 11:37:15+00,025A6789F4583CB6,f583a124-688c-477e-ad0c-c7edbf7388af
-106.237146977343,36.7040921703928,382,104396010602,123222,2011/12/01 00:00:00+00,20,-99,Fishing Site,Hopewell,,,919,CAR,2019/07/31 11:37:15+00,9DAD3E360B63A24F,098d8710-f03b-4c1f-b8da-762c0c1adc4b
-105.415666285092,36.5960363566162,383,5749.002001,50096,2011/12/01 00:00:00+00,20,-99,FISHING SITE,Middle Fork Lake,,,919,CAR,2019/07/31 11:37:15+00,7ABC3EE6948CC42F,a6236967-c612-4fb1-8d6f-90b6592768da
-105.194285598428,36.7760309738365,384,5057.002001,50011,2011/12/01 00:00:00+00,20,-99,FISHING SITE,Shuree Ponds,,,919,CAR,2019/07/31 11:37:15+00,4837E4FEDAE812B3,bf37bbdc-ca39-4e41-8c4d-55e8290567af
-106.382120772217,36.6229118424973,385,4742239010602,50102,2015/06/03 00:00:00+00,07,,FISHING SITE,Hidden Lake,,,919,CAR,2019/07/31 11:37:15+00,34CD342C79918E8F,5394d8d5-b714-4de3-b811-86ca4b526660
-105.405520585574,36.5645267822155,386,4745760010602,50125,2015/06/03 00:00:00+00,08,,FISHING SITE,Horseshoe Lake,,,919,CAR,2019/07/31 11:37:15+00,51CA5AED3E1A420E,bea587a5-c0a9-4940-b1fb-ac2cde08cd70
-105.582020186015,36.2469746309422,387,4743560010602,50113,2015/06/03 00:00:00+00,07,,FISHING SITE,Little Rio Grande,,,919,CAR,2019/07/31 11:37:15+00,DDC8A40CC1CA1F04,e73c916f-5e9c-4922-9175-03fa1439f559
-105.585307679986,36.3363898519281,388,4743573010602,50114,2015/06/03 00:00:00+00,07,,FISHING SITE,Rio Chiquito,,,919,CAR,2019/07/31 11:37:15+00,AAF6749A711F5485,1007c448-3d83-435f-9d9d-f629597be8a4
-105.580883535407,36.1631635447483,389,4743582010602,50115,2015/06/03 00:00:00+00,07,,FISHING SITE,Rio Pueblo,,,919,CAR,2019/07/31 11:37:15+00,06F4DE2FD14FFF7C,399bab09-63c6-485c-91d1-81a6f3f4089a
-105.674879321001,36.0457244055915,390,4742608010602,50106,2015/06/03 00:00:00+00,07,,FISHING SITE,Rio Trampas,,,919,CAR,2019/07/31 11:37:15+00,EAB5423BBEBC65BA,397b62a6-30dc-4de8-b2b9-7d8a15d238b7
-106.237124934395,36.756605653786,391,4742180010602,50100,2015/06/04 00:00:00+00,07,,FISHING SITE,Rio Tusas,,,919,CAR,2019/07/31 11:37:15+00,D7C885F533CC82BE,4729c646-ca7e-4dbc-9f6f-b2743ee002f4
-105.566748125653,36.2709883909728,392,4743593010602,50116,2015/06/04 00:00:00+00,07,,FISHING SITE,Rito De La Olla,,,919,CAR,2019/07/31 11:37:15+00,07EB515037101462,21b97321-1a1e-4ddf-8b11-09b362ca166f
-105.112609827796,36.7774059869954,393,5760.002001,4926,2015/07/10 00:00:00+00,07,,GROUP CAMPGROUND,McCrystal Group Site,,,63,CAR,2019/07/31 11:37:15+00,140E72A537EDCD9B,00982f30-ae8e-4190-afe4-314a53ec69a8
-105.607351458036,36.1879677430645,394,5458846010602,500104,2016/08/26 00:00:00+00,20,,GROUP CAMPGROUND,Amole Group Shelter,,,63,CAR,2019/07/31 11:37:15+00,761CBD12523792D4,e07a5970-557f-47f2-a0a0-cbd9e9a4d1a8
-105.577849388326,36.2828414571596,395,5040.002001,50005,2011/12/01 00:00:00+00,20,-99,INTERPRETIVE SITE,Pot Creek Interpretive Site,,,65,CAR,2019/07/31 11:37:15+00,4C058CB57B771140,df5f9087-24c7-4611-820e-8e723bba2b1b
