X,Y,OBJECTID,REC_SITE_CN,REC_SITE_ID,REV_DATE,DATA_SOURCE,ACCURACY,TYPE,NAME,DATA_SOURCE_MEMO,METHOD,CFF,FOREST,PUB_DATE,CRC,GlobalID
-110.805794038843,34.3463247895773,1,34882010602,45600,2018/10/18 00:00:00+00,20,,TRAILHEAD,Joe Springs Trail OHV Access,,08,,APS,2019/07/31 11:37:09+00,663B06EDBD8B94DB,8e9505c0-ef32-424b-978b-0adeafcbb33d
-110.804708951672,34.3448857938233,2,,,2005/11/17 00:00:00+00,20,,TRAILHEAD,Joe Springs Drive OHV Access,,08,,APS,2019/07/31 11:37:09+00,483AEB9E03FFB03E,499034cc-2156-4726-845a-580ba6fbac99
-110.072223202302,34.2747462100746,3,5526.001931,47212,2002/06/15 00:00:00+00,20,,BOATING SITE,Fool Hollow East Boat Launch,,08,,APS,2019/07/31 11:37:09+00,56F550E6257CB7E6,a7cc76d5-df10-4b34-9a81-1a8712aecd0a
-110.243030762908,34.2825779589781,4,19239010437,47214,2014/01/02 00:00:00+00,30,,Trailhead,Juniper Ridge #2 Trailhead,2008 AS aerial photo,08,,APS,2019/07/31 11:37:09+00,FAA336B984B6BD52,d3c6b43b-ca4d-41ed-b1cf-ef567c76914b
-110.242512420063,34.2835167353411,5,5247.001931,47189,2014/01/02 00:00:00+00,30,,GROUP CAMPGROUND,Lewis Canyon Group Campground,2008 AS aerial photo,08,,APS,2019/07/31 11:37:09+00,F564520682721925,58109214-fc43-43a1-a347-24bcdd574f01
-110.871137154722,34.2934692372228,6,24854010437,45373,2013/12/19 00:00:00+00,20,,CAMPING AREA,FR 171,,08,,APS,2019/07/31 11:37:09+00,1B2A5F8C80B63822,90143624-744f-4f58-9ec3-3755b9a415bc
-110.895244945991,34.2958821009168,7,5486.001931,46665,2002/06/15 00:00:00+00,20,,DAY USE AREA,Al Fulton Picnic Area,,08,,APS,2019/07/31 11:37:09+00,D67A783821323E21,1f443161-6748-4754-9389-a8beb57ce250
-110.232107316972,34.2979181571355,8,5411.001931,47203,2014/01/02 00:00:00+00,30,,Trailhead,Juniper Ridge #1 Trailhead,2008 AS aerial photo,08,,APS,2019/07/31 11:37:09+00,A75F8B166F3746D6,21900116-5c4a-4c35-b232-11794b4d93df
-110.895486235889,34.3016456457129,9,24741010437,46679,2002/06/15 00:00:00+00,20,,TRAILHEAD,General Crook Trailhead,,08,,APS,2019/07/31 11:37:09+00,7B66A02CECD80EAC,e02e77f4-0720-4371-a881-94692fabc5fe
-110.713581463674,34.301522656483,10,26072010437,46656,2002/06/15 00:00:00+00,20,,DAY USE AREA,Gentry Lookout,,08,,APS,2019/07/31 11:37:09+00,E2F753AEAD31E892,08970604-b28d-4e09-b718-261c470b7276
-110.712912275495,34.3015774462694,11,5220.001931,46653,2002/06/15 00:00:00+00,01,,CAMPGROUND,Gentry Campground,,01,,APS,2019/07/31 11:37:09+00,0052052FF9F75C9D,de62d25b-940d-4565-a491-ecf5ff376aff
-110.896149623062,34.3023611217648,12,5361.001931,46659,2002/06/15 00:00:00+00,20,,INTERPRETIVE SITE,Mogollon Rim Visitor Center,,08,,APS,2019/07/31 11:37:09+00,19EE579877F5C8D1,e6dcfa80-ce60-4227-aa1c-110b8988bd6b
-110.158541636393,34.300253523825,13,5416.001931,47208,2014/01/02 00:00:00+00,30,,Trailhead,Ghost of the Coyote Trailhead,2008 AS aerial photo,08,,APS,2019/07/31 11:37:09+00,201A6191E08FCCAA,df0bf6c2-ea35-4aad-b232-4658f99bebc2
-110.858316976346,34.3035967606907,14,19856010437,45590,2002/06/15 00:00:00+00,20,,TRAILHEAD,Horse Trap Trailhead,,08,,APS,2019/07/31 11:37:09+00,5A4A4DCA99FEB553,3dd78353-d72f-4cfc-a180-82c420688777
-110.744040740197,34.3049407766145,15,5218.001931,46651,2002/06/15 00:00:00+00,01,,CAMPGROUND,Black Canyon Rim Campground,,01,,APS,2019/07/31 11:37:09+00,5030D78BBC7162EC,684c48e5-48a4-447c-a092-7ad49657ea7a
-110.897804566081,34.3054928968815,16,5488.001931,46667,2002/06/15 00:00:00+00,01,,TRAILHEAD,Rim Top Trailhead,,01,,APS,2019/07/31 11:37:09+00,B88E470687DA35F4,51ae9d69-5c50-46a3-9e04-95f5b870a317
-110.908979347109,34.3056319365106,17,5222.001931,46655,2002/06/15 00:00:00+00,01,,CAMPGROUND,Rim Campground,,01,,APS,2019/07/31 11:37:09+00,369098A77D3F1517,31d36ebe-2d46-4cef-874f-e54852447aad
-110.886965359684,34.3056572952189,18,5221.001931,46654,2002/06/15 00:00:00+00,01,,CAMPGROUND,Sinkhole Campground,,01,,APS,2019/07/31 11:37:09+00,FC652E6FE5CCCDFE,5fc26589-26ea-4795-b151-72d829b65081
-110.885403642397,34.3065103439463,19,11293010437,46674,2002/06/15 00:00:00+00,20,,TRAILHEAD,Willow Springs Lake Trailhead,,08,,APS,2019/07/31 11:37:09+00,96255BF3FF717377,1da60579-e024-4b21-a049-1af90de67d81
-110.420892659789,34.3061948331875,20,26073010437,46657,2002/06/15 00:00:00+00,20,,DAY USE AREA,Deer Springs Lookout,,08,,APS,2019/07/31 11:37:09+00,9BB7D937197CC712,cbafbd4b-0e4a-424c-bff0-13a03f9dc6ea
-110.027377940714,34.3049427393527,21,5249.001931,47191,2002/06/15 00:00:00+00,20,,OBSERVATION SITE,Pintail Lake Observation Site,,08,,APS,2019/07/31 11:37:09+00,E242F0F58E3524C1,e791fd14-3efe-4f0b-a46e-14874b1e6e34
-110.9254896313,34.3088174199861,22,5483.001931,46662,2002/06/15 00:00:00+00,20,,OBSERVATION SITE,Military Sinkhole Vista,,08,,APS,2019/07/31 11:37:09+00,4DABB09BB74FEB12,9a690362-7daa-4813-962b-b544e483e910
-110.939942784521,34.3107233037466,23,5482.001931,45380,2005/11/17 00:00:00+00,20,,OBSERVATION SITE,Rim Lakes Vista,,08,,APS,2019/07/31 11:37:09+00,F691733ABC70E9D0,e58feebc-9e32-4719-a0f2-6a14fc39b665
-110.880154049464,34.3114181624104,24,26413010437,45599,2002/06/15 00:00:00+00,20,,DAY USE AREA,Sardine Point,,08,,APS,2019/07/31 11:37:09+00,25F35795D0859452,f230efc2-e551-4594-adbc-dc7efa4fa154
-110.878448270843,34.3134538224669,25,5523.001931,46672,2002/06/15 00:00:00+00,20,,BOATING SITE,Willow Springs Boat Launch,,08,,APS,2019/07/31 11:37:09+00,C9408678CB24A952,a45eea21-b0e9-4dcf-bf19-1dfb6f7accdd
-110.723067243789,34.3145296432162,26,11310010437,46676,2002/06/15 00:00:00+00,20,,TRAILHEAD,Hangman Trailhead,,08,,APS,2019/07/31 11:37:09+00,7EF1F6911AA232A2,84809fb4-d804-4254-9f77-9c733dfa7c4a
-110.942429175154,34.3177696445216,27,5212.001931,45367,2002/06/15 00:00:00+00,01,,CAMPGROUND,Crook Campground,,01,,APS,2019/07/31 11:37:09+00,735EC80571B49B53,e35b3687-9d6a-4f1e-8d49-436af241772d
-110.942905447624,34.3199325187316,28,11298010437,45388,2002/06/15 00:00:00+00,20,,TRAILHEAD,Old Rim Trailhead,,08,,APS,2019/07/31 11:37:09+00,682E052D2A56103F,d25e38f1-3c64-4a56-802b-b0882799eef2
-110.823579788166,34.319858175599,29,5219.001931,46652,2002/06/15 00:00:00+00,20,,CAMPGROUND,Canyon Point Campground,,08,,APS,2019/07/31 11:37:09+00,1281D645BEA24F33,56819ece-7145-4e9d-b617-6c06e94a90c9
-110.942717412969,34.3222229541961,30,25713010437,45591,2002/06/15 00:00:00+00,20,,OTHER RECREATION CONCESSION SITE,Woods Canyon Dump Station,,08,,APS,2019/07/31 11:37:09+00,8AB7B430067E3CAA,085fea5c-a59d-4abb-80bc-8dea73b4f772
-110.827264787227,34.3256384529346,31,25711010437,45381,2002/06/15 00:00:00+00,20,,OTHER RECREATION CONCESSION SITE,Canyon Point Dump Station,,08,,APS,2019/07/31 11:37:09+00,C5EBB55E87DA7CC7,3176cd09-3e27-4d91-a1bd-c50fe598cc45
-110.70251392554,34.3259112325252,32,5217.001931,46650,2002/06/15 00:00:00+00,01,,BOATING SITE,Black Canyon Lake,,01,,APS,2019/07/31 11:37:09+00,A2860F903052468D,6beea348-c2fe-4a3b-a0b8-7493cfadf834
-110.702712400071,34.3260762999247,33,24749010437,46687,2002/06/15 00:00:00+00,20,,TRAILHEAD,Three Oaks Trailhead,,08,,APS,2019/07/31 11:37:09+00,9F37688D0B2D3BAE,7dffe8e6-2518-459f-a173-18ae48484e0e
-110.940151845193,34.3286735919182,34,5214.001931,45369,2002/06/15 00:00:00+00,20,,GROUP CAMPGROUND,Woods Canyon Group Campground,,08,,APS,2019/07/31 11:37:09+00,24BB1AF2D89304A2,7cd455e9-7d8a-4a15-8b98-d50d0f0e951d
-110.835023220043,34.3303981352766,35,5363.001931,46661,2002/06/15 00:00:00+00,20,,TRAILHEAD,Larson Ridge Trailhead,,08,,APS,2019/07/31 11:37:09+00,EAC9273DF77AB080,ac75d0cc-735e-4e2a-9008-b260ebc1c9e1
-110.937111143086,34.3320264661707,36,5211.001931,45366,2002/06/15 00:00:00+00,01,,CAMPGROUND,Spillway Campground,,01,,APS,2019/07/31 11:37:09+00,602DF3243B5D2929,77f2ae50-0894-4cc5-8c99-f88f7fdb0765
-110.941060204264,34.3327686269568,37,5215.001931,45370,2002/06/15 00:00:00+00,20,,GROUP CAMPGROUND,Spillway Group Campground,,08,,APS,2019/07/31 11:37:09+00,262ABB7890D45988,2e83106c-feb2-437e-b40d-ec722f1919c7
-110.943688697934,34.3339230867258,38,5522.001931,45383,2002/06/15 00:00:00+00,20,,BOATING SITE,Woods Canyon Lake Area,,08,,APS,2019/07/31 11:37:09+00,00FC74D7F5271674,8e9c2d7b-ab7d-4f48-86d6-f85b0f1bb431
-110.94845857511,34.3353143230651,39,5210.001931,45365,2002/06/15 00:00:00+00,01,,PICNIC SITE,Rocky Point Picnic Area,,01,,APS,2019/07/31 11:37:09+00,1B6C31074233746D,be078f54-0ccc-45a5-81aa-767dcc2828c4
-110.980995557989,34.3388359754859,40,11294010437,45384,2005/03/10 00:00:00+00,20,,TRAILHEAD,Drew Trailhead,,08,,APS,2019/07/31 11:37:09+00,9E8D08FE1C6F15B1,8b564e23-8dce-41f0-851b-537d3d68e3f9
-110.983020545011,34.3401642085394,41,24849010437,45371,2002/06/15 00:00:00+00,20,,CAMPING AREA,FR 9350,,08,,APS,2019/07/31 11:37:09+00,0CE3401D1E91AAED,24d4ea65-aafc-49ed-a774-272632456df0
-110.96805280728,34.3424838578042,42,24852010437,45372,2013/12/19 00:00:00+00,20,,CAMPING AREA,FR 195,On screen digitized,08,,APS,2019/07/31 11:37:09+00,45330B7392F03696,1ee0be64-1776-4216-89ae-fcc00a3a7714
-110.646770896425,34.3635427645852,43,26066010437,45596,2018/10/18 00:00:00+00,20,,TRAILHEAD,Wilford Town Site Trailhead,,08,,APS,2019/07/31 11:37:09+00,75306A4FFC2806A0,728d1a78-66ca-4c07-969e-3ebfabce7ced
-110.802802266386,34.5794482048955,44,24744010437,46681,2002/06/15 00:00:00+00,20,,TRAILHEAD,Durfee Trailhead,,08,,APS,2019/07/31 11:37:09+00,6A43B774F1655306,20cbe53d-b2b9-4994-939f-132477f9a455
-110.788451091933,34.5911432297202,45,5208.001931,45363,2002/06/15 00:00:00+00,01,,CAMPGROUND,Chevelon Crossing Campground,,01,,APS,2019/07/31 11:37:09+00,A46F8D74639E4166,a9f3b7d3-ef92-442d-b7ac-512b6c151610
-110.788559159828,34.5920722737864,46,24742010437,46680,2002/06/15 00:00:00+00,20,,TRAILHEAD,Long Draw North Trailhead,,08,,APS,2019/07/31 11:37:09+00,F9F73582624473CC,401a098f-1715-423e-954e-46115cccd3da
-110.811280096074,34.3510648679092,47,34875010602,46671,2018/10/18 00:00:00+00,20,,TRAILHEAD,Wildcat Road OHV Access Trailhead,,08,,APS,2019/07/31 11:37:09+00,F84764E4A4A5D411,2adc4608-bcf6-465a-9e5c-c3ddb7ec2d0d
-110.956309888761,34.3212328400516,48,38558010602,45389,2002/06/15 00:00:00+00,20,,TRAILHEAD,Mogollon Campground Trailhead,,08,,APS,2019/07/31 11:37:09+00,99DCA9FAAB4A1844,98015570-a98a-4e7e-aa13-49ec214320a8
-110.949055483014,34.3361480282931,49,24754010437,46685,2002/06/15 00:00:00+00,20,,TRAILHEAD,Woods Canyon Lake Trailhead,,08,,APS,2019/07/31 11:37:09+00,5C9F19B79C3BCC0C,b5998313-54e4-4859-8424-18de6b6a11a1
-110.944103095857,34.333228505837,50,24746010437,46683,2002/06/15 00:00:00+00,20,,TRAILHEAD,Meadow Trailhead,,08,,APS,2019/07/31 11:37:09+00,0D4A2C641EDE4B38,1670a3d1-9ada-4eef-b130-b34f4449db57
-110.832156956574,34.3470351341947,51,24740010437,46677,2002/06/15 00:00:00+00,20,,TRAILHEAD,237B Trailhead,,08,,APS,2019/07/31 11:37:09+00,80917A46B037F9D4,eb0b8049-d4d5-49c2-aa5d-053d3aa85c94
-109.471146937824,33.8828563020527,52,5500.001931,46933,2002/06/15 00:00:00+00,01,,Trailhead,Thompson Trailhead,,01,,APS,2019/07/31 11:37:09+00,1FFEB2ABCC4E256D,34423c3f-db3e-465d-9a5b-b73fbf5a7354
-109.420227194593,33.8875142585544,53,11433010437,46951,2002/06/15 00:00:00+00,20,,PICNIC SITE,Big Lake North Shore Boating Day Use Area,,08,,APS,2019/07/31 11:37:09+00,6E6CF6B18DAC5C84,5bab1231-d5d2-4b51-9275-71605029191f
-110.819726237596,34.3464729401892,54,34879010602,46664,2018/10/18 00:00:00+00,20,,TRAILHEAD,West Loop OHV Access Trailhead,,08,,APS,2019/07/31 11:37:09+00,BCC310406DA558A4,50484653-a16e-4491-8621-3e8c923a3bab
-110.340248096221,34.3627906516946,55,5362.001931,46660,2002/06/15 00:00:00+00,01,,TRAILHEAD,Cottonwood Wash Trailhead,,01,,APS,2019/07/31 11:37:09+00,5ABE24962FA56CCD,200da2a5-1e34-41ec-8e66-c6a324ecad46
-111.002459184426,34.3661897814979,56,25710010437,45379,2002/06/15 00:00:00+00,20,,CAMPING AREA,FR 84,,08,,APS,2019/07/31 11:37:09+00,6E85B0C031F0D7AB,d448dd92-30dd-4dc1-a368-1b6a42ccfbf1
-110.979296267893,34.3738944645658,57,25707010437,45375,2002/06/15 00:00:00+00,20,,CAMPING AREA,FR 9354,,08,,APS,2019/07/31 11:37:09+00,5A5DDDB037A9B107,15a96fd0-1441-40de-99c6-b77585c4fb37
-110.955916379816,34.3782150896765,58,25704010437,45374,2002/06/15 00:00:00+00,20,,CAMPING AREA,FR 169,,08,,APS,2019/07/31 11:37:09+00,316EFFA822CC7598,f416d356-b440-4dc8-8fe5-f17542291a9f
-111.063129251319,34.3805242085789,59,11297010437,45387,2002/06/15 00:00:00+00,20,,TRAILHEAD,Horton Trailhead,,08,,APS,2019/07/31 11:37:09+00,67736F7424D69B92,e2c6af3b-788a-4f91-a9c6-53e79ba2259a
-111.003103533329,34.3888324396849,60,24751010437,46689,2002/06/15 00:00:00+00,20,,TRAILHEAD,Two-O-Eight Trailhead,,08,,APS,2019/07/31 11:37:09+00,9A247ECCC99ADB24,85ff8ec9-a4fb-4edd-832d-7d29ad83a774
-110.633839843213,34.3954925154793,61,26063010437,45593,2018/10/18 00:00:00+00,20,,TRAILHEAD,Polimana Trailhead,,08,,APS,2019/07/31 11:37:09+00,3D1E23F4A203E163,84182ea2-fc37-4b08-8874-d76e5c36e24c
-110.562312276907,34.3979087688573,62,26414010437,46669,2013/12/19 00:00:00+00,20,,ORGANIZATION SITE,Tall Timbers County Park,,08,,APS,2019/07/31 11:37:09+00,7BB474CEFDF8A537,abe3594b-6d64-4384-9f8d-096004203c16
-111.004748977523,34.401043101884,63,24753010437,46691,2002/06/15 00:00:00+00,20,,TRAILHEAD,Merganser Trailhead,,08,,APS,2019/07/31 11:37:09+00,6016BCA087468314,4166258e-8632-442f-a143-8fc393143deb
-111.008238419741,34.405612926551,64,5206.001931,45361,2002/06/15 00:00:00+00,20,,CAMPING AREA,Bear Canyon Lake Campground,,08,,APS,2019/07/31 11:37:09+00,B9C85E72150EB8E2,52f623a6-6fc2-4b29-b09e-b57c8776f1ac
-110.612358817395,34.4143239069777,65,26065010437,45595,2018/10/18 00:00:00+00,20,,TRAILHEAD,Historic Heber Ranger Station,,08,,APS,2019/07/31 11:37:09+00,4745A2CC965E5AB1,9474c37a-363b-46f3-9d09-2b33941a6071
-110.83619556035,34.5092159193785,66,24743010437,46678,2002/06/15 00:00:00+00,20,,TRAILHEAD,Long Draw South Trailhead,,08,,APS,2019/07/31 11:37:09+00,53D8BDBFF2EB07E3,60238bae-1082-4025-99d0-1a122f6eb2c9
-109.892196094929,34.1417566533656,67,5410.001931,47202,2002/06/15 00:00:00+00,20,,Trailhead,Country Club Trailhead,,08,,APS,2019/07/31 11:37:09+00,F6D3E2B52E1DE9E0,ff90464f-ecbb-4dbf-9050-cdb4e7fc4077
-109.777406112151,34.1409634012083,68,5248.001931,47190,2014/01/02 00:00:00+00,30,,CAMPGROUND,Los Burros Campground,2008 AS aerial photo,08,,APS,2019/07/31 11:37:09+00,B1215345C36F3579,6c3aefcd-d03f-426e-b911-95fbd562a4a9
-109.76392479281,34.1509535710387,69,19242010437,47215,2002/06/15 00:00:00+00,20,,Trailhead,Los Burros #2 Trailhead,,08,,APS,2019/07/31 11:37:09+00,10FAC9D22CB5F8B3,804b4310-dc18-44a9-8289-d0d26b66c381
-110.981524111445,34.3795548029177,70,26062010437,46666,2002/06/15 00:00:00+00,20,,CAMPING AREA,Promontory Pit Road,,08,,APS,2019/07/31 11:37:09+00,7A58800C570BD73B,6aac100b-00e1-4b87-9860-e43cfcd120c3
-109.977064526662,34.1575892526335,71,5246.001931,47188,2014/06/12 00:00:00+00,30,,CAMPGROUND,Lakeside Campground,AZ 2013 NAIP,08,,APS,2019/07/31 11:37:09+00,21949BEE6B7318B0,5a781d8e-59e4-44c9-aced-90ff23544959
-109.768974380819,34.1575671630432,72,19235010437,47213,2014/01/02 00:00:00+00,30,,Trailhead,Lake Mountain Trailhead,2008 AS aerial photo,08,,APS,2019/07/31 11:37:09+00,CB684CB0B3B3DD6E,cc1660f7-7195-4914-8ce4-d0c49f508c7d
-109.961005843424,34.1744403649905,73,5524.001931,47210,2014/06/12 00:00:00+00,30,,BOATING SITE,Scott Reservior Boat Launch,AZ 2013 NAIP,08,,APS,2019/07/31 11:37:09+00,7D39B8C595D5882C,f97e2e1f-8805-4977-bd18-9ff08fc360a3
-109.960902934083,34.1753242245075,74,5250.001931,47192,2014/06/12 00:00:00+00,30,,CAMPGROUND,Scott Reservior Campground,AZ 2013 NAIP,08,,APS,2019/07/31 11:37:09+00,74AA32587A2C4EF5,59d24c3c-ad2a-43f4-9d44-95d9e1648473
-110.013149952044,34.1794313506065,75,5414.001931,47206,2007/09/21 00:00:00+00,20,,Trailhead,Mogollon Rim Trailhead,,08,,APS,2019/07/31 11:37:09+00,DBC321771F10ED66,be5a0d05-73f3-4eb3-8243-b96071243604
-110.015116525602,34.1806713938012,76,,private,2019/02/11 00:00:00+00,20,,ORGANIZATION SITE,Camp Grace,,08,,APS,2019/07/31 11:37:09+00,B2024C3052A31022,7c1b3d45-c685-465e-8e8f-66c818d19580
-109.783615764334,34.1821802453523,77,19301010437,47219,2019/02/11 00:00:00+00,30,,CAMPGROUND,Brown Creek Campground,2008 AS aerial photo,08,,APS,2019/07/31 11:37:09+00,36670EA58FC422DD,77918a28-3a18-4b2b-bc0d-ef53f669b6c1
-110.006862838184,34.1937871548636,78,N/A,private,2014/06/12 00:00:00+00,30,,CAMPGROUND,Show Low Lake Campground,AZ 2013 NAIP,08,,APS,2019/07/31 11:37:09+00,13137A8B31322C69,3b72fd21-0c4a-46e1-86b5-3d192580f620
-109.952688659017,34.1276849887377,79,19303010437,47221,2019/02/11 00:00:00+00,20,,BOATING SITE,Woodland Lake Park Boat Launch,,08,,APS,2019/07/31 11:37:09+00,143932F076D81176,05a66d51-c32f-43a0-88f6-c5a9babc0b45
-109.950160409484,34.1276648048293,80,19302010437,47220,2014/06/15 00:00:00+00,30,,PICNIC SITE,Woodland Lake Park Picnic Site,AZ 2013 NAIP,08,,APS,2019/07/31 11:37:09+00,0F01C445E755498E,10df248e-c944-46e5-be43-6407dd6a4f1b
-109.896630346274,34.1297992982776,81,5409.001931,47201,2014/01/02 00:00:00+00,30,,Trailhead,Springs Trailhead,2008 AS aerial photo,08,,APS,2019/07/31 11:37:09+00,DAECACD8569DDF01,a624f9a7-a2b1-4399-9bbd-1a3ecd1615c2
-109.945614203999,34.1363943495189,82,19243010437,47216,2002/06/15 00:00:00+00,20,,Trailhead,Billy Creek Trailhead,,08,,APS,2019/07/31 11:37:09+00,9E03CE4DE2F009F0,6f5866b1-4ec0-44e6-962f-05bf9c83e22e
-109.968091562729,34.1371368977027,83,19247010437,47218,2014/01/02 00:00:00+00,30,,INTERPRETIVE SITE,Big Springs Interpretive Site,2008 AS aerial photo,08,,APS,2019/07/31 11:37:09+00,C38D5FAB420DBEC9,91a8101d-f364-44c4-817f-7972bf53a88b
-109.898289507066,34.1403673041564,84,5406.001931,47198,2014/01/02 00:00:00+00,30,,Trailhead,Blue Ridge #2 Trailhead,2008 AS aerial photo,08,,APS,2019/07/31 11:37:09+00,CC17993AFDD8C6EE,e29830de-580d-4f50-a84f-0161a31ab79c
-109.777142743498,34.1395439681161,85,5412.001931,47204,2014/01/02 00:00:00+00,30,,Trailhead,Los Burros #1 Trailhead,2008 AS aerial photo,08,,APS,2019/07/31 11:37:09+00,1F99B303DCBF0BB1,91fe6b31-881e-421b-8f2a-02dadb87e1f0
-110.005905235502,34.1967824723572,86,N/A,private,2014/06/12 00:00:00+00,30,,CAMPGROUND,Show Low Lake Campground,AZ 2013 NAIP,08,,APS,2019/07/31 11:37:09+00,4E43A9B281F01CAF,18611d4c-5172-4ea5-b94c-f9b7143b44a6
-110.079392036064,34.2036716704101,87,5408.001931,47200,2002/06/15 00:00:00+00,20,,Trailhead,Buena Vista Trailhead,,08,,APS,2019/07/31 11:37:09+00,6E553B33B2EB53B6,f1b9b74a-58aa-4f5d-bfb6-0dc5279e96c8
-109.719988093031,34.2157523020757,88,5415.001931,47207,2014/01/02 00:00:00+00,30,,Trailhead,Land of the Pioneers Trailhead,2008 AS aerial photo,08,,APS,2019/07/31 11:37:09+00,E2D3A29B457E1DF9,6439ac8e-3cf0-454d-b785-69f6ed147cb3
-110.825546173484,34.3242009325269,89,46911010602,45386,2002/06/15 00:00:00+00,20,,INTERPRETIVE SITE,Canyon Point Amphitheater,On-Screen digitized using PBS,08,,APS,2019/07/31 11:37:09+00,9F21FA583B4BC32B,dee5f348-e4b4-4af6-bbcf-a26929f1f827
-110.952893726581,34.3206241995486,90,618783010602,46686,2007/09/21 00:00:00+00,20,,TRAILHEAD,Mogollon Trailhead,On-Screen digitized using PBS,08,,APS,2019/07/31 11:37:09+00,9EEB05D77E9A1AB6,f279346b-cf45-48ca-a369-e52a884ac342
-109.340313233891,33.4905987679892,91,4163445010602,45283,2014/12/11 00:00:00+00,20,,PICNIC SITE,Eagle Divide Day Use Area,,08,,APS,2019/07/31 11:37:09+00,FC1D250ACE7DBDC7,2de8966f-f5e6-467c-ad4d-6f9ddd01159e
-109.413943505843,33.868547752719,92,10395010437,46947,2009/10/07 00:00:00+00,20,,CAMPGROUND,Apache Trout Campground,,08,,APS,2019/07/31 11:37:09+00,CDD3592836BA8F65,586284e7-2fff-4c5e-ae36-ffc255d7115c
-109.229161139228,32.9466718897979,93,4368913010602,45284,2014/12/11 00:00:00+00,20,,PICNIC SITE,Three Way Bicycle Stop,,08,,APS,2019/07/31 11:37:09+00,2E9C6BCA0F6BB6E5,2effacaf-3909-43cf-a8f1-d41fdc5f90c0
-109.481225631546,33.4741522832016,94,5452.001931,45264,2002/06/15 00:00:00+00,20,,Trailhead,Lower Squirrel Trailhead,,07,,APS,2019/07/31 11:37:09+00,046128146AF0E124,8dc35959-330a-4162-96e1-f6692ec3fbe8
-109.37236379977,33.4828188813233,95,5366.001931,45228,2002/06/15 00:00:00+00,01,,PICNIC SITE,Sheep Saddle Family Picnic,,01,,APS,2019/07/31 11:37:09+00,4031DE22EE0D9964,83c86bf7-60a9-43cc-b134-e2140482f9b2
-109.46817101367,33.5148767853272,96,5455.001931,45267,2002/06/15 00:00:00+00,20,,Trailhead,Warren Canyon Trailhead,,07,,APS,2019/07/31 11:37:09+00,43BAB13F852057F9,4a5e9a2c-a0bc-40f3-8b0c-7bb84b9ed17b
-109.319000724536,33.5521284129404,97,5428.001931,45240,2002/06/15 00:00:00+00,20,,Trailhead,Highline Trailhead,,07,,APS,2019/07/31 11:37:09+00,9728CB8B15A8F1FF,6e6e3262-e671-4144-9bff-9e98b6a2a96e
-109.356433960607,33.5680365712478,98,5441.001931,45253,2002/06/15 00:00:00+00,20,,Trailhead,Salt House Trailhead,,07,,APS,2019/07/31 11:37:09+00,12BFCD5096B8EB4F,96029dc7-fc5f-49de-8f32-c91e6730e0d3
-109.397849056744,33.5700564269133,99,5446.001931,45258,2002/06/15 00:00:00+00,20,,Trailhead,McBrideTrailhead,,07,,APS,2019/07/31 11:37:09+00,A126DA7BEA2E6E63,d5ecd155-0b3b-4082-b1b9-a54e7da6cab0
-109.424576456298,33.8543072467749,100,5499.001931,46932,2002/06/15 00:00:00+00,20,,Trailhead,West Fork of Black River Trailhead,,08,,APS,2019/07/31 11:37:09+00,DBF61D8B76FBDF59,ba8be567-e752-4037-902d-3cc122b737aa
-109.413705889432,33.875556124671,101,5226.001931,46900,2002/06/15 00:00:00+00,01,,CAMPGROUND,Brookchar Campground,,01,,APS,2019/07/31 11:37:09+00,4686220B8C43BFB0,e71bde32-5a24-45d3-95df-75f54755dde9
-109.418902268832,33.8722502010089,102,5227.001931,46901,2002/06/15 00:00:00+00,01,,CAMPGROUND,Cutthroat Campground,,01,,APS,2019/07/31 11:37:09+00,830EE12BF4054581,6678768b-fbd9-4f63-b273-50afc15f43b3
-109.379263793757,33.1946480746682,103,5436.001931,45248,2002/06/15 00:00:00+00,20,,Trailhead,Granville Trailhead,,07,,APS,2019/07/31 11:37:09+00,0A87E3338EEEF2B1,5bbced3c-ffde-4e89-bfd8-d343eeeb74e1
-109.149744492094,33.2053582951878,104,19311010437,45282,2004/01/14 00:00:00+00,20,,CAMPING AREA,Frisco Camp,,08,,APS,2019/07/31 11:37:09+00,DE2096FEAF47FE95,073d54d9-90b5-449a-b03d-ca1179c3336e
-109.149673945342,33.2053727305366,105,19312010437,45280,2002/06/15 00:00:00+00,20,,PICNIC SITE,Frisco Camp Picnic Site,,08,,APS,2019/07/31 11:37:09+00,A5CDE568AC7EFA6E,19cf3419-bb3a-4d38-b617-ded90ecaddff
-109.37499400315,33.2106481987931,106,5367.001931,45229,2002/06/15 00:00:00+00,01,,PICNIC SITE,Sardine Saddle Family Picnic,,01,,APS,2019/07/31 11:37:09+00,94258B77EB294E03,aa8dec16-6d1d-4553-a4d3-6e144811521b
-109.37613052632,33.2107960726057,107,5430.001931,45242,2002/06/15 00:00:00+00,20,,Trailhead,Big Tree Trailhead,,07,,APS,2019/07/31 11:37:09+00,1864A71B1987D238,7835ea5d-8de2-48ce-b8cc-1de3b32f5732
-109.383809056781,33.2172836716263,108,5365.001931,45227,2002/06/15 00:00:00+00,01,,PICNIC SITE,HL Saddle Picnic Area,,01,,APS,2019/07/31 11:37:09+00,EE91C181927E8F55,18584c8e-ca71-4f58-b71e-5b1be98d7ef2
